Date,Open,High,Low,Close,Adj Close,Volume
2021-06-09,139.1300048828125,140.3699951171875,138.8699951171875,140.1300048828125,139.94606018066406,961400
2021-06-10,140.32000732421875,143.35000610351562,140.00999450683594,143.05999755859375,142.87220764160156,1462400
2021-06-11,143.36000061035156,143.60000610351562,141.89999389648438,143.52999877929688,143.34158325195312,995100
2021-06-14,143.5,144.42999267578125,142.75999450683594,144.38999938964844,144.20046997070312,934200
2021-06-15,144.85000610351562,145.16000366210938,144.0399932861328,144.6199951171875,144.43016052246094,1035800
2021-06-16,144.66000366210938,145.0800018310547,142.9199981689453,143.58999633789062,143.40150451660156,1680800
2021-06-17,143.49000549316406,147.67999267578125,143.49000549316406,146.9199981689453,146.72714233398438,2822400
2021-06-18,146.30999755859375,146.8300018310547,144.94000244140625,145.00999450683594,144.81964111328125,3220700
2021-06-21,145.4199981689453,146.69000244140625,143.72999572753906,146.41000366210938,146.2178192138672,1266100
2021-06-22,146.3699951171875,147.67999267578125,145.8300018310547,146.6300048828125,146.43753051757812,1366200
2021-06-23,146.72000122070312,148.05999755859375,146.42999267578125,147.24000549316406,147.04672241210938,1455700
2021-06-24,147.9199981689453,148.3300018310547,146.57000732421875,146.6699981689453,146.4774627685547,1426800
2021-06-25,147.00999450683594,147.75999450683594,146.2100067138672,147.27999877929688,147.086669921875,8445100
2021-06-28,147.6300048828125,148.0399932861328,146.42999267578125,147.92999267578125,147.73580932617188,1645000
2021-06-29,147.57000732421875,148.83999633789062,147.52999877929688,148.80999755859375,148.61465454101562,816700
2021-06-30,148.67999267578125,148.77999877929688,146.66000366210938,147.80999755859375,147.615966796875,1259300
2021-07-01,147.77000427246094,148.3699951171875,147.00999450683594,147.7899932861328,147.5959930419922,1426500
2021-07-02,148.11000061035156,148.88999938964844,147.25,148.82000732421875,148.82000732421875,1400700
2021-07-06,149.22999572753906,149.22999572753906,148.47999572753906,148.97999572753906,148.97999572753906,1973300
2021-07-07,149.58999633789062,149.6199951171875,148.08999633789062,149.49000549316406,149.49000549316406,2286300
2021-07-08,148.07000732421875,148.9600067138672,147.27999877929688,148.8300018310547,148.8300018310547,1891700
2021-07-09,149.49000549316406,150.22999572753906,148.9199981689453,150.02999877929688,150.02999877929688,1596800
2021-07-12,150.64999389648438,151.0,149.1699981689453,149.50999450683594,149.50999450683594,1480500
2021-07-13,149.11000061035156,149.5399932861328,148.19000244140625,149.27000427246094,149.27000427246094,1456500
2021-07-14,149.86000061035156,149.8699951171875,148.4600067138672,148.6300048828125,148.6300048828125,1218500
2021-07-15,148.33999633789062,149.30999755859375,147.83999633789062,148.9600067138672,148.9600067138672,1733600
2021-07-16,149.3300018310547,149.82000732421875,148.27000427246094,148.92999267578125,148.92999267578125,2169800
2021-07-19,147.66000366210938,147.97000122070312,146.9499969482422,147.5800018310547,147.5800018310547,1835100
2021-07-20,148.4499969482422,151.25,147.8300018310547,149.3000030517578,149.3000030517578,2246000
2021-07-21,149.49000549316406,149.91000366210938,147.60000610351562,148.9499969482422,148.9499969482422,2255700
2021-07-22,149.7100067138672,150.5,148.6699981689453,150.3000030517578,150.3000030517578,1972800
2021-07-23,150.58999633789062,152.41000366210938,150.42999267578125,152.30999755859375,152.30999755859375,2132000
