,nine,ten,twelve,twentysix,thirty,fifty,sixty,onetwenty,macd,signal,macdHisto,twentyeightDayVol
157,117.82,117.92,118.15,118.9,118.83,117.71,117.02,113.41,-0.75,-0.37939529730792887,-0.37060470269207113,0.98
158,117.88,117.95,118.14,118.84,118.78,117.73,117.06,113.49,-0.7000000000000028,-0.4435162378463437,-0.25648376215365914,0.976
159,118.35,118.37,118.46,118.94,118.87,117.83,117.16,113.6,-0.480000000000004,-0.4508129902770758,-0.029187009722928203,0.964
160,118.97,118.93,118.92,119.13,119.04,117.97,117.3,113.73,-0.20999999999999375,-0.4026503922216594,0.19265039222166563,1.023
161,119.27,119.21,119.16,119.23,119.13,118.07,117.4,113.84,-0.07000000000000739,-0.336120313777329,0.2661203137773216,1.036
162,119.02,118.99,118.98,119.14,119.06,118.07,117.42,113.91,-0.1599999999999966,-0.3008962510218625,0.14089625102186593,1.033
163,119.03,119.0,118.99,119.13,119.06,118.11,117.47,113.99,-0.14000000000000057,-0.26871700081749017,0.1287170008174896,1.054
164,119.64,119.56,119.46,119.35,119.25,118.27,117.62,114.12,0.10999999999999943,-0.19297360065399227,0.3029736006539917,1.066
165,120.16,120.05,119.89,119.56,119.44,118.43,117.77,114.25,0.3299999999999983,-0.08837888052319416,0.41837888052319244,1.064
166,120.08,120.0,119.87,119.57,119.46,118.48,117.83,114.34,0.30000000000001137,-0.010703104418553058,0.3107031044185644,1.076
167,120.03,119.97,119.87,119.59,119.48,118.53,117.9,114.43,0.28000000000000114,0.047437516465157786,0.23256248353484335,1.073
168,119.81,119.78,119.73,119.54,119.45,118.55,117.93,114.5,0.18999999999999773,0.07595001317212578,0.11404998682787194,1.07
169,119.82,119.79,119.75,119.56,119.48,118.6,117.99,114.59,0.18999999999999773,0.09876001053770017,0.09123998946229755,1.064
170,119.85,119.82,119.78,119.59,119.51,118.65,118.05,114.68,0.18999999999999773,0.1170080084301597,0.07299199156983803,1.069
171,119.9,119.87,119.83,119.63,119.55,118.71,118.12,114.77,0.20000000000000284,0.13360640674412833,0.06639359325587452,1.077
172,119.88,119.85,119.82,119.64,119.56,118.75,118.17,114.85,0.1799999999999926,0.14288512539530118,0.03711487460469143,1.083
173,120.08,120.04,119.99,119.73,119.65,118.83,118.26,114.95,0.2599999999999909,0.16630810031623913,0.09369189968375177,1.073
174,120.27,120.22,120.15,119.83,119.74,118.92,118.35,115.05,0.3200000000000074,0.19704648025299282,0.12295351974701457,1.075
175,120.82,120.73,120.59,120.07,119.95,119.08,118.5,115.18,0.5200000000000102,0.2616371842023963,0.25836281579761394,1.06
176,120.96,120.87,120.73,120.18,120.05,119.17,118.6,115.28,0.5499999999999972,0.3193097473619165,0.23069025263808068,1.057
177,121.56,121.43,121.22,120.46,120.3,119.36,118.78,115.42,0.7600000000000051,0.4074477978895342,0.3525522021104709,1.043
178,122.12,121.96,121.7,120.75,120.56,119.56,118.96,115.57,0.9500000000000028,0.515958238311628,0.4340417616883748,1.04
179,122.6,122.43,122.14,121.03,120.82,119.75,119.14,115.72,1.1099999999999994,0.6347665906493023,0.47523340935069713,1.057
180,122.08,121.99,121.81,120.95,120.77,119.76,119.17,115.79,0.8599999999999994,0.6798132725194418,0.18018672748055764,1.07
181,122.18,122.1,121.93,121.07,120.89,119.87,119.28,115.9,0.8600000000000136,0.7158506180155562,0.14414938198445748,1.087
182,122.44,122.35,122.17,121.25,121.06,120.01,119.42,116.03,0.9200000000000017,0.7566804944124453,0.16331950558755637,1.103
183,122.61,122.52,122.35,121.4,121.21,120.14,119.55,116.15,0.9499999999999886,0.7953443955299541,0.15465560447003457,1.123
184,122.6,122.53,122.39,121.49,121.3,120.24,119.65,116.26,0.9000000000000057,0.8162755164239645,0.08372448357604123,1.127
185,122.42,122.38,122.28,121.51,121.33,120.3,119.72,116.35,0.769999999999996,0.8070204131391708,-0.03702041313917481,1.131
186,122.23,122.21,122.15,121.51,121.34,120.35,119.78,116.43,0.6400000000000006,0.7736163305113368,-0.13361633051133626,1.128
187,121.99,121.99,121.97,121.47,121.32,120.38,119.82,116.51,0.5,0.7188930644090695,-0.21889306440906953,1.124
188,121.61,121.64,121.68,121.37,121.24,120.37,119.83,116.57,0.3100000000000023,0.6371144515272561,-0.3271144515272538,1.069
189,121.19,121.26,121.35,121.23,121.13,120.34,119.82,116.62,0.11999999999999034,0.533691561221803,-0.4136915612218126,1.066
190,120.46,120.58,120.76,120.96,120.9,120.23,119.75,116.64,-0.19999999999998863,0.38695324897744465,-0.5869532489774333,1.074
191,120.07,120.2,120.41,120.78,120.75,120.16,119.71,116.67,-0.37000000000000455,0.23556259918195482,-0.6055625991819593,1.094
192,119.81,119.94,120.16,120.63,120.62,120.11,119.68,116.71,-0.46999999999999886,0.0944500793455641,-0.5644500793455629,1.097
193,119.64,119.76,119.97,120.51,120.51,120.06,119.66,116.75,-0.5400000000000063,-0.032439936523549984,-0.5075600634764563,1.093
194,119.5,119.61,119.81,120.39,120.41,120.02,119.64,116.79,-0.5799999999999983,-0.14195194921883963,-0.43804805078115866,1.087
195,119.28,119.39,119.59,120.24,120.28,119.96,119.6,116.82,-0.6499999999999915,-0.24356155937507,-0.40643844062492146,1.079
196,118.69,118.84,119.09,119.95,120.03,119.82,119.49,116.81,-0.8599999999999994,-0.36684924750005593,-0.4931507524999435,1.077
197,118.44,118.59,118.84,119.76,119.86,119.73,119.42,116.82,-0.9200000000000017,-0.47747939800004513,-0.4425206019999566,1.082
198,118.41,118.54,118.76,119.65,119.76,119.67,119.38,116.84,-0.8900000000000006,-0.5599835184000362,-0.33001648159996433,1.069
199,118.08,118.21,118.45,119.43,119.57,119.56,119.29,116.84,-0.980000000000004,-0.6439868147200298,-0.33601318527997415,1.059
200,117.86,117.99,118.22,119.25,119.4,119.46,119.21,116.84,-1.0300000000000011,-0.7211894517760242,-0.3088105482239769,1.054
201,117.56,117.7,117.94,119.04,119.21,119.34,119.12,116.83,-1.1000000000000085,-0.7969515614208211,-0.3030484385791874,1.051
202,117.61,117.72,117.92,118.95,119.12,119.28,119.08,116.85,-1.0300000000000011,-0.8435612491366571,-0.18643875086334405,1.046
203,117.51,117.61,117.8,118.82,118.99,119.2,119.02,116.85,-1.019999999999996,-0.8788489993093249,-0.1411510006906711,1.046
204,117.47,117.55,117.72,118.71,118.88,119.13,118.96,116.86,-0.9899999999999949,-0.901079199447459,-0.08892080055253593,1.044
205,117.66,117.7,117.82,118.69,118.85,119.1,118.94,116.89,-0.8700000000000045,-0.8948633595579681,0.024863359557963594,1.031
206,117.48,117.53,117.66,118.55,118.71,119.01,118.87,116.89,-0.8900000000000006,-0.8938906876463747,0.0038906876463741247,1.033
207,117.12,117.2,117.36,118.34,118.52,118.88,118.77,116.87,-0.980000000000004,-0.9111125501171007,-0.0688874498829033,1.036
208,117.03,117.1,117.25,118.21,118.4,118.79,118.7,116.87,-0.9599999999999937,-0.9208900400936794,-0.039109959906314384,1.062
209,114.78,115.04,115.49,117.29,117.59,118.28,118.28,116.69,-1.8000000000000114,-1.096712032074946,-0.7032879679250654,1.024
210,113.2,113.56,114.17,116.52,116.9,117.83,117.91,116.53,-2.3499999999999943,-1.3473696256599557,-1.0026303743400387,1.159
211,112.4,112.77,113.41,115.98,116.4,117.49,117.62,116.41,-2.5700000000000074,-1.591895700527966,-0.9781042994720415,1.255
212,111.78,112.14,112.78,115.48,115.94,117.17,117.35,116.29,-2.700000000000003,-1.8135165604223733,-0.8864834395776295,1.307
213,111.42,111.75,112.35,115.07,115.56,116.89,117.11,116.19,-2.719999999999999,-1.9948132483378986,-0.7251867516621002,1.328
214,110.72,111.05,111.67,114.54,115.07,116.54,116.81,116.05,-2.8700000000000045,-2.16985059867032,-0.7001494013296847,1.362
215,110.39,110.69,111.27,114.13,114.68,116.25,116.56,115.93,-2.8599999999999994,-2.307880478936256,-0.5521195210637435,1.395
216,110.34,110.59,111.1,113.84,114.39,116.01,116.35,115.83,-2.740000000000009,-2.3943043831490067,-0.34569561685100236,1.469
